Id,BibNumber,RaceTime,EventId,SignUpId
2642,497,22801,14_4HM,2144
2643,158,19025,14_4FM,1874
2644,650,1680,14_4FR,1874
2645,498,22974,14_4HM,2044
2646,651,3296,14_4FR,2044
2647,499,16848,14_4HM,1543
2648,652,27734,14_4FR,1228
2649,653,16494,14_4FR,1380
2650,500,18982,14_4HM,2072
2651,159,,14_4FM,1263
2652,654,13712,14_4FR,1583
2653,160,,14_4FM,1825
2654,655,0,14_4FR,1825
2655,656,,14_4FR,1737
2656,501,0,14_4HM,1737
2657,502,17842,14_4HM,1880
2658,503,,14_4HM,1136
2659,161,24106,14_4FM,1273
2660,162,16692,14_4FM,1289
2661,504,8398,14_4HM,1700
2662,657,3485,14_4FR,1700
2663,658,27553,14_4FR,1118
2664,505,11249,14_4HM,1140
2665,506,25255,14_4HM,1370
2666,659,23319,14_4FR,1067
2667,507,7907,14_4HM,1067
2668,508,9763,14_4HM,1570
2669,660,11405,14_4FR,2212
2670,509,,14_4HM,1359
2671,661,0,14_4FR,1359
2672,510,0,14_4HM,1396
2673,662,0,14_4FR,1396
2674,663,,14_4FR,1962
2675,511,9685,14_4HM,1116
2676,512,9469,14_4HM,1444
2677,664,25946,14_4FR,1797
2678,513,12260,14_4HM,2127
2679,514,28771,14_4HM,1588
2680,163,11820,14_4FM,1937
2681,515,22205,14_4HM,1954
2682,164,20520,14_4FM,1311
2683,516,19440,14_4HM,2276
2684,517,24589,14_4HM,1231
2685,518,26767,14_4HM,1518
2686,665,,14_4FR,1117
2687,666,24417,14_4FR,1892
2688,165,15085,14_4FM,1451
2689,667,1057,14_4FR,1451
2690,668,24866,14_4FR,1785
2691,519,11177,14_4HM,1785
2692,669,12277,14_4FR,1366
2693,670,,14_4FR,1642
2694,671,,14_4FR,1773
2695,520,14299,14_4HM,1994
2696,672,27760,14_4FR,2272
2697,521,8355,14_4HM,2272
2698,673,,14_4FR,1544
2699,522,,14_4HM,2094
2700,674,9478,14_4FR,2197
2701,523,7487,14_4HM,2197
2702,166,11396,14_4FM,1485
2703,675,7845,14_4FR,1569
2704,524,9329,14_4HM,1569
2705,525,19812,14_4HM,1817
2706,676,1817,14_4FR,1817
2707,167,11811,14_4FM,2217
2708,168,22144,14_4FM,1091
2709,677,22162,14_4FR,1272
2710,526,6579,14_4HM,1272
2711,169,22265,14_4FM,1670
2712,678,3409,14_4FR,1670
2713,679,13124,14_4FR,1915
2714,527,6209,14_4HM,1915
2715,528,15595,14_4HM,2142
2716,529,15241,14_4HM,2176
2717,530,17073,14_4HM,1920
2718,170,26196,14_4FM,1328
2719,680,24589,14_4FR,2091
2720,531,26041,14_4HM,1707
2721,532,13280,14_4HM,2034
2722,171,14126,14_4FM,1218
2723,172,24399,14_4FM,1842
2724,681,12563,14_4FR,1547
2725,682,16209,14_4FR,1778
2726,173,,14_4FM,1956
2727,683,21997,14_4FR,2208
2728,684,7845,14_4FR,2134
2729,685,18991,14_4FR,2260
2730,686,21470,14_4FR,1323
2731,533,14731,14_4HM,1992
2732,687,28115,14_4FR,1638
2733,534,10416,14_4HM,1638
2734,688,,14_4FR,1708
2735,174,17047,14_4FM,2037
2736,175,20840,14_4FM,1141
2737,689,3365,14_4FR,1141
2738,535,12537,14_4HM,1420
2739,536,25177,14_4HM,1469
2740,690,23829,14_4FR,1858
2741,176,,14_4FM,1315
2742,537,14083,14_4HM,2005
2743,691,4113,14_4FR,2005
2744,538,21565,14_4HM,2278
2745,692,27726,14_4FR,1398
2746,539,,14_4HM,2139
2747,693,0,14_4FR,2139
2748,694,10083,14_4FR,1965
2749,695,22671,14_4FR,1781
2750,696,23008,14_4FR,1934
2751,697,,14_4FR,1454
2752,540,0,14_4HM,1454
2753,177,13928,14_4FM,1529
2754,698,13133,14_4FR,1888
2755,699,,14_4FR,1041
2756,700,26525,14_4FR,1192
2757,178,8649,14_4FM,2078
2758,701,1712,14_4FR,2078
2759,179,8942,14_4FM,1082
2760,702,4132,14_4FR,1082
2761,703,,14_4FR,2112
2762,541,14187,14_4HM,2225
2763,542,9867,14_4HM,1783
2764,704,12243,14_4FR,1158
2765,543,9112,14_4HM,1158
2766,705,25972,14_4FR,1505
2767,180,12148,14_4FM,2161
2768,706,2602,14_4FR,2161
2769,181,14731,14_4FM,2203
2770,707,27156,14_4FR,1074
2771,544,,14_4HM,1232
2772,182,,14_4FM,1397
2773,708,0,14_4FR,1397
2774,709,,14_4FR,2206
2775,545,27855,14_4HM,2288
2776,710,,14_4FR,1426
2777,546,0,14_4HM,1426
2778,711,28175,14_4FR,2102
2779,183,,14_4FM,2194
2780,547,19164,14_4HM,1202
2781,548,12917,14_4HM,1541
2782,712,2622,14_4FR,1541
2783,549,,14_4HM,2157
2784,713,0,14_4FR,2157
2785,184,,14_4FM,1532
2786,185,20425,14_4FM,1606
2787,714,2877,14_4FR,1606
2788,715,23941,14_4FR,1639
2789,550,6469,14_4HM,1639
2790,716,14541,14_4FR,1417
2791,551,13496,14_4HM,1506
2792,717,25885,14_4FR,2136
2793,552,16468,14_4HM,1281
2794,186,,14_4FM,1945
2795,718,17643,14_4FR,1690
2796,719,12208,14_4FR,1464
2797,553,7169,14_4HM,1464
2798,720,23147,14_4FR,1677
2799,187,8450,14_4FM,1713
2800,721,28279,14_4FR,1727
2801,722,19233,14_4FR,1950
2802,554,7776,14_4HM,2205
2803,555,24728,14_4HM,1828
2804,723,3384,14_4FR,1828
2805,556,11880,14_4HM,1352
2806,724,26896,14_4FR,1512
2807,557,7742,14_4HM,1512
2808,188,19440,14_4FM,2108
2809,725,21920,14_4FR,1584
2810,558,5798,14_4HM,1584
2811,726,8752,14_4FR,1371
2812,559,,14_4HM,1807
2813,560,,14_4HM,1869
2814,561,23933,14_4HM,1932
2815,727,,14_4FR,2299
2816,562,28063,14_4HM,2209
2817,728,1463,14_4FR,2209
2818,729,8467,14_4FR,1225
2819,563,11104,14_4HM,1225
2820,730,24019,14_4FR,1611
2821,731,23371,14_4FR,1877
2822,732,8061,14_4FR,1296
2823,564,6994,14_4HM,1296
2824,189,16381,14_4FM,1763
2825,565,13980,14_4HM,2267
2826,733,20529,14_4FR,1754
2827,566,11546,14_4HM,1754
2828,567,24831,14_4HM,1443
2829,734,19112,14_4FR,1387
2830,735,9383,14_4FR,2172
2831,736,8960,14_4FR,1477
2832,568,15742,14_4HM,1848
2833,737,,14_4FR,1987
2834,569,11094,14_4HM,2169
2835,738,17444,14_4FR,1769
2836,190,22378,14_4FM,2154
2837,739,3695,14_4FR,2154
2838,570,17919,14_4HM,2192
2839,740,19872,14_4FR,1262
2840,571,22956,14_4HM,1968
2841,741,3889,14_4FR,1968
2842,742,10117,14_4FR,1040
2843,572,17332,14_4HM,1191
2844,743,19509,14_4FR,1652
2845,573,6520,14_4HM,1652
2846,744,10454,14_4FR,1227
2847,574,11127,14_4HM,1227
2848,575,28002,14_4HM,1357
2849,191,24140,14_4FM,1631
2850,745,8787,14_4FR,1878
2851,576,5322,14_4HM,1878
2852,746,19561,14_4FR,1961
2853,747,11284,14_4FR,2251
2854,577,9314,14_4HM,2251
2855,748,11353,14_4FR,1306
2856,578,5283,14_4HM,1306
2857,192,20883,14_4FM,1644
2858,579,9599,14_4HM,1751
2859,580,24322,14_4HM,2110
2860,749,1934,14_4FR,2110
2861,193,13729,14_4FM,1148
2862,750,21807,14_4FR,2128
2863,581,6416,14_4HM,2128
2864,582,28633,14_4HM,1573
2865,751,14826,14_4FR,1792
2866,583,7585,14_4HM,1792
2867,752,12087,14_4FR,2056
2868,753,8277,14_4FR,1640
2869,584,7911,14_4HM,1640
2870,754,21349,14_4FR,1219
2871,585,4785,14_4HM,1219
2872,755,28192,14_4FR,1256
2873,586,13504,14_4HM,1338
2874,587,26810,14_4HM,1061
2875,756,,14_4FR,2282
2876,757,22473,14_4FR,1217
2877,758,22792,14_4FR,1907
2878,588,7683,14_4HM,1907
2879,589,17626,14_4HM,1466
2880,194,17323,14_4FM,2089
2881,590,15552,14_4HM,1035
2882,759,4388,14_4FR,1035
2883,760,19526,14_4FR,1347
2884,591,22611,14_4HM,1414
2885,761,3961,14_4FR,1414
2886,762,21972,14_4FR,1949
2887,592,5856,14_4HM,1949
2888,763,10282,14_4FR,1089
2889,593,7223,14_4HM,1841
2890,764,4026,14_4FR,1841
2891,594,28469,14_4HM,2261
2892,765,8830,14_4FR,1589
2893,766,15889,14_4FR,1557
2894,767,15319,14_4FR,2043
2895,595,18792,14_4HM,1305
2896,768,2954,14_4FR,1305
2897,769,13280,14_4FR,1151
2898,596,3780,14_4HM,1151
2899,770,8519,14_4FR,1179
2900,195,16070,14_4FM,1528
2901,771,2650,14_4FR,1528
2902,597,28555,14_4HM,2006
2903,598,,14_4HM,1440
2904,772,21090,14_4FR,1633
2905,599,12468,14_4HM,1756
2906,773,900,14_4FR,1756
2907,774,18636,14_4FR,2269
2908,196,10454,14_4FM,1571
2909,775,21609,14_4FR,1392
2910,600,8876,14_4HM,1392
2911,197,20961,14_4FM,1484
2912,776,3889,14_4FR,1484
2913,777,21609,14_4FR,2287
2914,198,15673,14_4FM,1620
2915,778,20667,14_4FR,1801
2916,779,,14_4FR,1105
2917,601,0,14_4HM,1105
2918,780,17600,14_4FR,1302
2919,602,8286,14_4HM,1655
2920,603,23492,14_4HM,2092
2921,781,2713,14_4FR,2092
2922,604,21928,14_4HM,2109
2923,605,17850,14_4HM,1667
2924,782,21946,14_4FR,2150
2925,606,9936,14_4HM,2150
2926,783,,14_4FR,1859
2927,607,25885,14_4HM,1501
2928,784,11569,14_4FR,1115
2929,785,9228,14_4FR,1680
2930,199,26801,14_4FM,1499
2931,786,18878,14_4FR,1171
2932,787,18516,14_4FR,1051
2933,608,8848,14_4HM,1051
2934,609,25644,14_4HM,1574
2935,788,4348,14_4FR,1574
2936,610,13202,14_4HM,1909
2937,611,15561,14_4HM,1521
2938,1,,15_5HM,2358
2939,1,,15_5FR,2358
2940,2,,15_5FR,3014
2941,3,,15_5FR,2850
2942,4,,15_5FR,3931
2943,2,,15_5HM,4087
2944,3,,15_5HM,3571
2945,5,,15_5FR,3571
2946,6,,15_5FR,3425
2947,4,,15_5HM,4160
2948,1,,15_5FM,3587
2949,2,,15_5FM,3095
2950,5,,15_5HM,3095
2951,7,,15_5FR,3434
2952,3,,15_5FM,4202
2953,8,,15_5FR,2482
2954,6,,15_5HM,3061
2955,9,,15_5FR,3061
2956,10,,15_5FR,4982
2957,7,,15_5HM,3619
2958,11,,15_5FR,4276
2959,12,,15_5FR,3845
2960,8,,15_5HM,2988
2961,13,,15_5FR,3146
2962,14,,15_5FR,3305
2963,9,,15_5HM,3569
2964,15,,15_5FR,3569
2965,16,,15_5FR,3925
2966,10,,15_5HM,3781
2967,17,,15_5FR,3208
2968,11,,15_5HM,3208
2969,12,,15_5HM,3905
2970,13,,15_5HM,4191
2971,14,,15_5HM,4805
2972,15,,15_5HM,2858
2973,18,,15_5FR,3842
2974,16,,15_5HM,3842
2975,19,,15_5FR,4515
2976,17,,15_5HM,4515
2977,18,,15_5HM,3763
2978,20,,15_5FR,2919
2979,21,,15_5FR,3107
2980,22,,15_5FR,3366
2981,19,,15_5HM,4469
2982,20,,15_5HM,3076
2983,21,,15_5HM,3256
2984,23,,15_5FR,3256
2985,24,,15_5FR,3420
2986,22,,15_5HM,4616
2987,25,,15_5FR,4616
2988,26,,15_5FR,2353
2989,27,,15_5FR,3938
2990,28,,15_5FR,5068
2991,4,,15_5FM,2350
2992,5,,15_5FM,3466
2993,23,,15_5HM,3880
2994,29,,15_5FR,3880
2995,30,,15_5FR,2560
2996,31,,15_5FR,4253
2997,32,,15_5FR,5086
2998,24,,15_5HM,5086
2999,6,,15_5FM,3375
3000,25,,15_5HM,3375
3001,26,,15_5HM,4536
3002,27,,15_5HM,4244
3003,33,,15_5FR,4244
3004,34,,15_5FR,4079
3005,35,,15_5FR,3546
3006,28,,15_5HM,3546
3007,36,,15_5FR,3602
3008,29,,15_5HM,3602
3009,37,,15_5FR,2552
3010,30,,15_5HM,4192
3011,38,,15_5FR,2956
3012,31,,15_5HM,2956
3013,39,,15_5FR,4204
3014,32,,15_5HM,4204
3015,33,,15_5HM,4129
3016,34,,15_5HM,2812
3017,35,,15_5HM,2424
3018,40,,15_5FR,3352
3019,41,,15_5FR,4729
3020,36,,15_5HM,4729
3021,37,,15_5HM,2620
3022,38,,15_5HM,2337
3023,42,,15_5FR,3807
3024,39,,15_5HM,3807
3025,7,,15_5FM,4754
3026,43,,15_5FR,3876
3027,44,,15_5FR,5113
3028,8,,15_5FM,4441
3029,45,,15_5FR,2688
3030,40,,15_5HM,4984
3031,46,,15_5FR,3814
3032,41,,15_5HM,3814
3033,47,,15_5FR,4833
3034,48,,15_5FR,5092
3035,42,,15_5HM,5092
3036,49,,15_5FR,2601
3037,43,,15_5HM,2601
3038,44,,15_5HM,3991
3039,50,,15_5FR,3684
3040,45,,15_5HM,4255
3041,51,,15_5FR,4255
3042,52,,15_5FR,3884
3043,53,,15_5FR,2809
3044,9,,15_5FM,4985
3045,54,,15_5FR,4592
3046,46,,15_5HM,4592
3047,47,,15_5HM,3536
3048,48,,15_5HM,2815
3049,55,,15_5FR,3363
3050,56,,15_5FR,3568
3051,57,,15_5FR,2433
3052,49,,15_5HM,2433
3053,50,,15_5HM,4033
3054,58,,15_5FR,4033
3055,51,,15_5HM,2712
3056,59,,15_5FR,2712
3057,10,,15_5FM,2624
3058,52,,15_5HM,3106
3059,60,,15_5FR,2730
3060,11,,15_5FM,4484
3061,53,,15_5HM,2944
3062,61,,15_5FR,2944
3063,62,,15_5FR,2584
3064,54,,15_5HM,3809
3065,63,,15_5FR,4020
3066,64,,15_5FR,4200
3067,55,,15_5HM,4200
3068,56,,15_5HM,3309
3069,65,,15_5FR,4651
3070,12,,15_5FM,3553
3071,66,,15_5FR,3028
3072,13,,15_5FM,3251
3073,14,,15_5FM,4826
3074,67,,15_5FR,3416
3075,68,,15_5FR,2657
3076,69,,15_5FR,3015
3077,57,,15_5HM,3015
3078,58,,15_5HM,2869
3079,70,,15_5FR,3747
3080,59,,15_5HM,4233
3081,71,,15_5FR,4233
3082,72,,15_5FR,3308
3083,73,,15_5FR,3077
3084,74,,15_5FR,3108
3085,60,,15_5HM,3108
3086,75,,15_5FR,5042
3087,61,,15_5HM,5042
3088,62,,15_5HM,4770
3089,76,,15_5FR,3621
3090,63,,15_5HM,4449
3091,64,,15_5HM,2831
3092,77,,15_5FR,4955
3093,15,,15_5FM,2847
3094,78,,15_5FR,2837
3095,65,,15_5HM,4044
3096,79,,15_5FR,4044
3097,80,,15_5FR,4310
3098,81,,15_5FR,4673
3099,16,,15_5FM,4683
3100,82,,15_5FR,4940
3101,66,,15_5HM,4940
3102,83,,15_5FR,3032
3103,84,,15_5FR,3429
3104,67,,15_5HM,3429
3105,17,,15_5FM,2447
3106,68,,15_5HM,2447
3107,18,,15_5FM,2551
3108,69,,15_5HM,2551
3109,85,,15_5FR,2906
3110,70,,15_5HM,4513
3111,71,,15_5HM,2895
3112,72,,15_5HM,4959
3113,86,,15_5FR,3983
3114,19,,15_5FM,4158
3115,73,,15_5HM,4158
3116,87,,15_5FR,4549
3117,88,,15_5FR,3488
3118,89,,15_5FR,4947
3119,74,,15_5HM,4947
3120,90,,15_5FR,3354
3121,75,,15_5HM,3354
3122,76,,15_5HM,4500
3123,77,,15_5HM,3796
3124,91,,15_5FR,4748
3125,92,,15_5FR,4514
3126,78,,15_5HM,2642
3127,93,,15_5FR,4374
3128,79,,15_5HM,2565
3129,94,,15_5FR,2565
3130,95,,15_5FR,2628
3131,80,,15_5HM,2822
3132,81,,15_5HM,4893
3133,96,,15_5FR,3630
3134,82,,15_5HM,3654
3135,20,,15_5FM,2943
3136,21,,15_5FM,3019
3137,97,,15_5FR,4933
3138,98,,15_5FR,5091
3139,83,,15_5HM,5091
3140,99,,15_5FR,4274
3141,100,,15_5FR,3804
3142,84,,15_5HM,4346
3143,85,,15_5HM,4837
3144,86,,15_5HM,4492
3145,101,,15_5FR,4492
3146,22,,15_5FM,2736
3147,102,,15_5FR,4456
3148,103,,15_5FR,2813
3149,104,,15_5FR,3891
3150,105,,15_5FR,4317
3151,87,,15_5HM,4317
3152,106,,15_5FR,2457
3153,23,,15_5FM,3617
3154,88,,15_5HM,3617
3155,107,,15_5FR,4571
3156,108,,15_5FR,3124
3157,109,,15_5FR,4888
3158,24,,15_5FM,3552
3159,89,,15_5HM,3552
3160,90,,15_5HM,4971
3161,110,,15_5FR,3797
3162,25,,15_5FM,5079
3163,91,,15_5HM,5079
3164,26,,15_5FM,2534
3165,92,,15_5HM,2534
3166,111,,15_5FR,5051
3167,93,,15_5HM,4021
3168,112,,15_5FR,3222
3169,94,,15_5HM,4921
3170,113,,15_5FR,4921
3171,114,,15_5FR,2405
3172,115,,15_5FR,4195
3173,95,,15_5HM,3689
3174,116,,15_5FR,4716
3175,27,,15_5FM,5110
3176,96,,15_5HM,5110
3177,117,,15_5FR,3844
3178,118,,15_5FR,4657
3179,97,,15_5HM,3372
3180,119,,15_5FR,3691
3181,98,,15_5HM,3419
3182,99,,15_5HM,4646
3183,120,,15_5FR,4646
3184,100,,15_5HM,4745
3185,121,,15_5FR,3902
3186,122,,15_5FR,4660
3187,123,,15_5FR,2669
3188,101,,15_5HM,2669
3189,28,,15_5FM,4086
3190,124,,15_5FR,2963
3191,125,,15_5FR,3139
3192,126,,15_5FR,2622
3193,102,,15_5HM,2622
3194,29,,15_5FM,3464
3195,103,,15_5HM,3866
3196,127,,15_5FR,3866
3197,30,,15_5FM,2456
3198,128,,15_5FR,3764
3199,31,,15_5FM,2961
3200,129,,15_5FR,3653
3201,130,,15_5FR,4385
3202,131,,15_5FR,3210
3203,104,,15_5HM,3725
3204,105,,15_5HM,4699
3205,106,,15_5HM,2607
3206,132,,15_5FR,2607
3207,133,,15_5FR,3176
3208,32,,15_5FM,2466
3209,107,,15_5HM,3012
3210,108,,15_5HM,4372
3211,134,,15_5FR,4372
3212,135,,15_5FR,4506
3213,136,,15_5FR,3639
3214,137,,15_5FR,5089
3215,33,,15_5FM,2719
3216,109,,15_5HM,2426
3217,110,,15_5HM,3282
3218,111,,15_5HM,4291
3219,112,,15_5HM,4652
3220,138,,15_5FR,4652
3221,113,,15_5HM,2865
3222,139,,15_5FR,2865
3223,114,,15_5HM,3951
3224,115,,15_5HM,4926
3225,34,,15_5FM,2950
3226,116,,15_5HM,2950
3227,35,,15_5FM,4467
3228,140,,15_5FR,4263
3229,117,,15_5HM,4263
3230,141,,15_5FR,3137
3231,118,,15_5HM,3137
3232,119,,15_5HM,3724
3233,142,,15_5FR,2359
3234,120,,15_5HM,2359
3235,143,,15_5FR,2794
3236,144,,15_5FR,2389
3237,121,,15_5HM,2389
3238,145,,15_5FR,3779
3239,146,,15_5FR,3794
3240,122,,15_5HM,3794
3241,123,,15_5HM,4965
3242,124,,15_5HM,2503
3243,147,,15_5FR,2503
3244,148,,15_5FR,3910
3245,125,,15_5HM,4607
3246,149,,15_5FR,4324
3247,150,,15_5FR,4417
3248,151,,15_5FR,5044
3249,36,,15_5FM,4287
3250,152,,15_5FR,5075
3251,37,,15_5FM,3651
3252,126,,15_5HM,4637
3253,153,,15_5FR,4637
3254,127,,15_5HM,2425
3255,154,,15_5FR,3450
3256,128,,15_5HM,3450
3257,155,,15_5FR,4694
3258,129,,15_5HM,4694
3259,156,,15_5FR,2808
3260,157,,15_5FR,2406
3261,158,,15_5FR,3967
3262,159,,15_5FR,3090
3263,160,,15_5FR,3688
3264,38,,15_5FM,4433
3265,39,,15_5FM,3117
3266,130,,15_5HM,3117
3267,161,,15_5FR,4400
3268,131,,15_5HM,4026
3269,132,,15_5HM,4967
3270,162,,15_5FR,3700
3271,163,,15_5FR,3980
3272,133,,15_5HM,2625
3273,164,,15_5FR,2675
3274,165,,15_5FR,2804
3275,166,,15_5FR,5011
3276,134,,15_5HM,4867
3277,167,,15_5FR,3606
3278,168,,15_5FR,4559
3279,135,,15_5HM,4559
3280,169,,15_5FR,4865
3281,136,,15_5HM,4865
3282,40,,15_5FM,2937
3283,41,,15_5FM,3298
3284,42,,15_5FM,3563
3285,137,,15_5HM,3457
3286,170,,15_5FR,3457
3287,171,,15_5FR,3427
3288,138,,15_5HM,3427
3289,172,,15_5FR,4633
3290,139,,15_5HM,4633
3291,173,,15_5FR,4877
3292,140,,15_5HM,4877
3293,174,,15_5FR,3959
3294,175,,15_5FR,4424
3295,141,,15_5HM,4424
3296,142,,15_5HM,2909
3297,176,,15_5FR,2909
3298,143,,15_5HM,3775
3299,177,,15_5FR,3775
3300,144,,15_5HM,2872
3301,178,,15_5FR,2872
3302,145,,15_5HM,5077
3303,43,,15_5FM,3290
3304,179,,15_5FR,4426
3305,146,,15_5HM,4426
3306,147,,15_5HM,2896
3307,180,,15_5FR,2896
3308,148,,15_5HM,4365
3309,181,,15_5FR,3737
3310,182,,15_5FR,4312
3311,149,,15_5HM,2823
3312,150,,15_5HM,3481
3313,183,,15_5FR,3481
3314,184,,15_5FR,3287
3315,44,,15_5FM,4226
3316,45,,15_5FM,2951
3317,185,,15_5FR,3716
3318,151,,15_5HM,2442
3319,186,,15_5FR,5047
3320,187,,15_5FR,4840
3321,152,,15_5HM,2458
3322,188,,15_5FR,2458
3323,153,,15_5HM,3973
3324,189,,15_5FR,4452
3325,154,,15_5HM,4452
3326,190,,15_5FR,3791
3327,155,,15_5HM,2960
3328,156,,15_5HM,4034
3329,191,,15_5FR,4034
3330,192,,15_5FR,3386
3331,157,,15_5HM,3829
3332,193,,15_5FR,3829
3333,158,,15_5HM,3660
3334,194,,15_5FR,3660
3335,159,,15_5HM,3094
3336,195,,15_5FR,3168
3337,196,,15_5FR,4377
3338,197,,15_5FR,3045
3339,46,,15_5FM,4879
3340,198,,15_5FR,2757
3341,47,,15_5FM,4732
3342,48,,15_5FM,4800
3343,199,,15_5FR,3865
3344,200,,15_5FR,3668
3345,160,,15_5HM,3668
3346,49,,15_5FM,2684
3347,201,,15_5FR,4645
3348,202,,15_5FR,3888
3349,161,,15_5HM,2409
3350,203,,15_5FR,4294
3351,50,,15_5FM,4811
3352,204,,15_5FR,3712
3353,162,,15_5HM,3712
3354,51,,15_5FM,3674
3355,205,,15_5FR,4109
3356,163,,15_5HM,2713
3357,206,,15_5FR,2713
3358,52,,15_5FM,3652
3359,207,,15_5FR,2666
3360,164,,15_5HM,2666
3361,208,,15_5FR,4977
3362,165,,15_5HM,4977
3363,166,,15_5HM,2797
3364,209,,15_5FR,3183
3365,167,,15_5HM,4111
3366,210,,15_5FR,3315
3367,211,,15_5FR,2332
3368,212,,15_5FR,3080
3369,168,,15_5HM,3080
3370,213,,15_5FR,2471
3371,214,,15_5FR,4442
3372,169,,15_5HM,4442
3373,53,,15_5FM,3066
3374,170,,15_5HM,3066
3375,54,,15_5FM,2320
3376,55,,15_5FM,3213
3377,215,,15_5FR,3750
3378,171,,15_5HM,3750
3379,172,,15_5HM,3968
3380,216,,15_5FR,3968
3381,217,,15_5FR,5040
3382,56,,15_5FM,3841
3383,173,,15_5HM,3841
3384,218,,15_5FR,4895
3385,174,,15_5HM,3644
3386,219,,15_5FR,5059
3387,220,,15_5FR,2548
3388,221,,15_5FR,3551
3389,222,,15_5FR,2637
3390,57,,15_5FM,2306
3391,223,,15_5FR,4588
3392,175,,15_5HM,4588
3393,224,,15_5FR,3827
3394,176,,15_5HM,3827
3395,225,,15_5FR,3641
3396,226,,15_5FR,4937
3397,177,,15_5HM,3738
3398,227,,15_5FR,3738
3399,228,,15_5FR,4411
3400,178,,15_5HM,3736
3401,229,,15_5FR,3998
3402,179,,15_5HM,3998
3403,230,,15_5FR,2540
3404,180,,15_5HM,2540
3405,58,,15_5FM,3317
3406,181,,15_5HM,3317
3407,231,,15_5FR,4376
3408,232,,15_5FR,2756
3409,182,,15_5HM,2756
3410,59,,15_5FM,5014
3411,183,,15_5HM,5014
3412,184,,15_5HM,2897
3413,233,,15_5FR,2897
3414,185,,15_5HM,4018
3415,234,,15_5FR,4018
3416,186,,15_5HM,4337
3417,235,,15_5FR,4337
3418,236,,15_5FR,4282
3419,187,,15_5HM,2795
3420,237,,15_5FR,2388
3421,60,,15_5FM,4174
3422,188,,15_5HM,4174
3423,238,,15_5FR,4593
3424,239,,15_5FR,3624
3425,189,,15_5HM,5043
3426,190,,15_5HM,4794
3427,191,,15_5HM,3234
3428,192,,15_5HM,3770
3429,240,,15_5FR,3770
3430,241,,15_5FR,4756
3431,61,,15_5FM,3597
3432,193,,15_5HM,3597
3433,194,,15_5HM,2862
3434,195,,15_5HM,2490
3435,242,,15_5FR,2490
3436,196,,15_5HM,2952
3437,197,,15_5HM,4954
3438,198,,15_5HM,3637
3439,62,,15_5FM,4306
3440,199,,15_5HM,4485
3441,63,,15_5FM,2741
3442,200,,15_5HM,2741
3443,64,,15_5FM,3462
3444,201,,15_5HM,3462
3445,243,,15_5FR,4661
3446,244,,15_5FR,5074
3447,245,,15_5FR,4016
3448,65,,15_5FM,3830
3449,202,,15_5HM,3830
3450,203,,15_5HM,3643
3451,246,,15_5FR,3490
3452,204,,15_5HM,3490
3453,66,,15_5FM,4096
3454,247,,15_5FR,4766
3455,205,,15_5HM,4289
3456,248,,15_5FR,3535
3457,206,,15_5HM,2801
3458,249,,15_5FR,3236
3459,207,,15_5HM,3236
3460,208,,15_5HM,3009
3461,250,,15_5FR,4550
3462,209,,15_5HM,4550
3463,251,,15_5FR,3364
3464,252,,15_5FR,2892
3465,210,,15_5HM,2892
3466,253,,15_5FR,3190
3467,211,,15_5HM,3190
3468,67,,15_5FM,3433
3469,212,,15_5HM,3433
3470,68,,15_5FM,3149
3471,254,,15_5FR,4137
3472,213,,15_5HM,4137
3473,214,,15_5HM,3894
3474,69,,15_5FM,4270
3475,215,,15_5HM,4270
3476,216,,15_5HM,3482
3477,217,,15_5HM,4170
3478,70,,15_5FM,2444
3479,218,,15_5HM,2444
3480,255,,15_5FR,2729
3481,256,,15_5FR,3047
3482,219,,15_5HM,3218
3483,71,,15_5FM,3348
3484,257,,15_5FR,2327
3485,220,,15_5HM,2327
3486,258,,15_5FR,2585
3487,221,,15_5HM,2585
3488,222,,15_5HM,2397
3489,259,,15_5FR,2397
3490,223,,15_5HM,3537
3491,224,,15_5HM,2680
3492,260,,15_5FR,3219
3493,225,,15_5HM,4474
3494,261,,15_5FR,4474
3495,262,,15_5FR,4356
3496,226,,15_5HM,4356
3497,227,,15_5HM,3193
3498,263,,15_5FR,3193
3499,264,,15_5FR,4556
3500,265,,15_5FR,5063
3501,266,,15_5FR,3034
3502,267,,15_5FR,4436
3503,268,,15_5FR,2639
3504,228,,15_5HM,2792
3505,269,,15_5FR,2792
3506,270,,15_5FR,3067
3507,271,,15_5FR,4691
3508,229,,15_5HM,4691
3509,230,,15_5HM,4656
3510,272,,15_5FR,4656
3511,273,,15_5FR,4889
3512,231,,15_5HM,4889
3513,232,,15_5HM,3671
3514,274,,15_5FR,3671
3515,233,,15_5HM,4546
3516,72,,15_5FM,4560
3517,73,,15_5FM,3933
3518,234,,15_5HM,3933
3519,275,,15_5FR,2367
3520,74,,15_5FM,4309
3521,235,,15_5HM,4577
3522,236,,15_5HM,3186
3523,237,,15_5HM,4918
3524,75,,15_5FM,2572
3525,238,,15_5HM,2572
3526,276,,15_5FR,3430
3527,277,,15_5FR,4730
3528,278,,15_5FR,3742
3529,239,,15_5HM,4180
3530,240,,15_5HM,3070
3531,279,,15_5FR,3070
3532,241,,15_5HM,3371
3533,280,,15_5FR,2587
3534,242,,15_5HM,4574
3535,76,,15_5FM,4857
3536,281,,15_5FR,2598
3537,77,,15_5FM,5078
3538,243,,15_5HM,3388
